text,lang,offensive_manual,abusive_manual
Mooi die Klaassen tegen Alders: “mooi het dit”,nl,,
Zei je moeder gisteren ook,nl,,
Vind ik ook,nl,,
Noa is een Ajacied.,nl,,
"Tenenkrommend en dan druk ik me nog zacht uit. Geen wil om te winnen, geen team maar wel een oude wijven  brei-club!!",nl,,
"Dit is slechts de kant van NAC, zou je eerst ook niet de kant van Willem 2 afwachten voor je conclusies trekt?",nl,,
Standbeeld al besteld ?,nl,,
"Ken ik niet, bedoel je Decathlon analfabeetje?",nl,,
Wat een fantastische wedstrijd heerlijk ❌❌❌💪🏻,nl,,
Tukkers weten alles beter nét Duitsers.,nl,,
"Higler fluit echt ontzettend zwak, ook echt nooit rood dit",nl,,
"Misschien wel, maar wel 3 punten",nl,,
Ben gelukkig zelfstandige en hoef geen 5 dagen meer te werken. Ik ga zo lekker naar de Albert Heijn voor de weekboodschappen dus je zat goed!,nl,,
Heerlijke wedstrijd,nl,,
Free game telegram link in bio,nl,,
Fantastische 1e helft feyenoord komt er totaal niet aan te pas.,nl,,
Ricksen & Numan! Rangers and Netherlands Legends 🔥,nl,,
"Twente was weer vleugelloos vandaag. Maar liefst één voorzet kwam goed aan en daaruit scoort Steijn, de enige  aanvaller met rendement. Lammers voetbalt mooi mee maar komt qua goals en fysiek te kort en rendement Van Bergen en Rots is bedroevend. Geen voorzet kwam goed aan.",nl,,
Hele hele hele grote helden. ❤️,nl,,
Vreemde wissel!,nl,,
Heel slecht weer. Misschien drie jongens die eruitzien alsof ze op het veld willen zijn. De rest is er alleen voor het salaris.,nl,,
"Closeup van bovenbeen van Mortensen, dat is ja nait nomaal",nl,,
"Rust? Alweer? Nog steeds?

Schandalige wanvertoning. Weer!",nl,,
maar geen kaart?????,nl,,
Tax dodgers,nl,,
Deze man maakt echt het verschil…..topper!!!!,nl,,
‘In Amsterdam’ alsof we uit spelen. Zo werd er trouwens ook weer gespeeld.,nl,,
"Steijn krijg de kanker, vent!",nl,,
Nassoh moet meer strijd leveren….te afwachtend,nl,,
Good Game Mees 👏👏👏👏👏,nl,,
Vergeet niet het is nog steeds competitievervalsing espn commentator scheids knvb fey iedereen tegen ons en we hebben het toch maar gedaan,nl,,
Geen taylor dat is een aderlating,nl,,
Wat kan Oosting hier aan doen?,nl,,
Wat zijn jullie ontzettend lelijk afgedroogd vandaag zeg!,nl,,
"Ook al was t n stukkie arm, die afgekeurde was n zeer knap doelpunt. Gelukkig nog de penalty kunnen nemen.",nl,,
"Een raadsel waarom Twente deze twee, Ltaief en Kuipers, heeft aangetrokken.",nl,,
Lekker janken kneus. Iedereen had zich hier vooraf voor getekend in dit blok. 6 winnen en 1 verlies. 🤡,nl,,
"Bakayoko mag uiteraard weer starten, wordt beloond voor een ijzersterk seizoen:-)))",nl,,
Ik weet niet of mijn portemonnee dik genoeg is 😂,nl,,
1-3 Feyenoord,nl,,
Wat een geile pass van Gaaei,nl,,
als  voorzitter was  ging kramer  dit seizoen niet meer  voetballen waar  is hij nog mee bezig  hij zorgt  veel teveel  onroer in het groep  🤔,nl,,
Mattheus wordt gewoon vastgehouden,nl,,
"Er zijn verschillende goede spelers vandaag (en keeper ook) maar Hwang stak er wel ver boven uit, 👏",nl,,
En zo sta je gelijk 50.000 - 0🤩,nl,,
Hebben ze die niet standaard al daar in Marokko?,nl,,
Dus de meest onzichtbare speler laat je staan en de enige die nog een beetje voor dreiging zorgt haal je eruit 🤷🏻‍♂️ #fctwente,nl,,
"Dat is waar, maar is toch een grap van Reiziger..of heeft Feyenoord hem verzocht niet op te roepen haha",nl,,
Alle credits aan Davy 💪🏽💪🏽,nl,,
"Ben al een week hyped voor het filmpje, en hij valt wederom niet tegen.",nl,,
Altijd extratijd.,nl,,
"Wat een instelling zeg ,zerrouki ook langzaam",nl,,
Die fans floten Taylor nog niet zo lang geleden uit,nl,,
"Bedankt #mansschot voor een belachelijke rode kaart en 6 (??) minuten extra tijd #heetwe Weer onnodig puntverlies, ‘t (arbitrage) zit @fctwente niet mee op zijn zachtst gezegd",nl,,
"1 woord, ZOET",nl,,
Zullen deze shirts ook verkocht worden?,nl,,
Hoop dat Berghuis het een keer laat zien in een grote wedstrijd 🤞,nl,,
"Dan niet alleen achteruit lopen met alleen maar verdedigers, dat is niet onze manier van voetballen.",nl,,
"Ik was altijd fan van Petertje maar nu ik Farioli heb mogen aanschouwen mogen jullie Peter lekker houden. Saibari en Tillman waren gisteren echt waanzinnig slecht, bijzonder om ze dan te laten staan 😂. Maar hey, bovenin word weer spannend, love thattttt",nl,,
Bijzonder hoor 2 keer PSV verslaan met jonge ploeg.,nl,,
Mijnans zeg ik toch. Doe Bruno ook maar.,nl,,
"Scheidsrechterertje fluit af omdat de B-Side een paar gemene woordjes zegt, boe-hoe.",nl,,
Rugani / Wijndal beide sterk vandaag,nl,,
"↪️ Toornstra
↩️ Jensen",nl,,
Dit is nooit een pingel💀💀💀,nl,,
Nunnely geen bal goed geraakt. Kan het niveau echt niet  aan. Helaas voor hem.,nl,,
Ja 't zal wel weer om 4 uur met linkeroog rechter broekzak bij tropical zo capabel mogelijk een kapsalon met alles erop bestellen en morgen spijt worden. Jèh,nl,,
"Nog trots ook op die 3-2, ga je gewoon diep schamen zoals er gespeeld is niet om aan te zien. Geen beleving geen wil om te winnen geen gif in de wedstrijd ligt echt aan het wanbeleid van die nietsnut van een trainer en gebrek aan echte afmaker",nl,,
"Beetje overdreven… 1 grote kans, maar dat was het ook wel toch?",nl,,
Alles geven ❌❌❌,nl,,
Luuk De Goat.,nl,,
❤️🤍❤️🤍❤️🤍 10 wedstrijden 30 punten,nl,,
Wat een zwak Ajax 😫😭🤬😡🤬,nl,,
Champions League. Dat kan je nu toch niet meer mis lopen.,nl,,
Zou ik ook zeggen als ik voor PSV ben,nl,,
Cmn maak er ff 8 bij,nl,,
Zwakke schakel voor de 2e week op rij is Mike van der Hoorn.,nl,,
Ajax roept het weer over zichzelf af ga weer voetballen pfffff,nl,,
Schandalige vertoning! Waar train je de hele week voor?? Zo slap en ongeinspireerd! Kan echt niet! #NECNijmegen,nl,,
Wat een imbeciel,nl,,
Echt hè. Gewoon belachelijk,nl,,
Maatje kan niet tellen?!,nl,,
"Gelukkig de Spanjaard scoort,kijk het nog even aan de komende tijd",nl,,
"Wat boeit het nog? Geef ze minuten, zet de keeper in de spits, zal mij wat zijn.",nl,,
Lets goooooo!!' ❌❌❌,nl,,
En we moesten blij zijn dat hij voor pec gekozen heeft. Hij laat nog weinig goeds zien jammer.,nl,,
Wat een bullshit,nl,,
"Meine gute bij jou is het geen rent free meer, jij betaalt Ajax gewoon om in je hoofd te wonen.",nl,,
Olij band afnemen…is geen leider….speelt met de week slechter….,nl,,
Hwang leek onvermoeibaar maar blijkt helaas ook geen machine te zijn,nl,,
De laatste 10 minuten herpakken ze zich zeer behoorlijk. Tweede helft doorzetten en iets nauwkeuriger in de laatste pass.,nl,,
Yeahhhhhh henk hou de eer aanjezelf en rot op,nl,,
"Ben je weer terug 
Give them hell
Fire up Feyenoord 
Just do it 
Nomore i ASK 
Zie je in de KUIP.
ULTRA.",nl,,
"Keurig, Robin.",nl,,
Hem laten nemen is toch kansloos,nl,,
Hele belangrijke punten!!,nl,,
Van Basten er weer niet,nl,,
Dat die nog zo speelt- wat een timing en inzicht 👌,nl,,
Kongolo neemt ook groot risico. Oliedom,nl,,
Zet hem op💪🏻⚽️🥅,nl,,
"We kunnen winnne of verliezen maar een betere club als deze, is er niet! ❌❌❌",nl,,
Ga je deze ook annuleren? 🤣,nl,,
Goed zo bueno zo hoort het fuck die Akpom clown dat het is,nl,,
Geef de jeugd eens de kans inplaats van die waardeloze aankopen die niks toevoegen,nl,,
"Saibari is echt een tering hoer, met zijn tering dikke reet",nl,,
"A h krijgen we dat gelul eer over scherpte. Het heeft altijd allemaal met kwaliteit te maken. Stewart kan aan de bak. teveel mooi weer voetballers. Achterin Mauro, Boscali, Ledezm dit zijn gewoon allemaal hele matige verdedigers en de keeper is ook niet al te best.",nl,,
Pasveer sterk gekeept 💪,nl,,
Hoelang zal het duren voordat die geblesseerd is ? Rare keuze,nl,,
Terecht verloren! Als je zo ongeïnteresseerd start en een uur zo lamlendig voetbalt verdien je niet om te winnen,nl,,
"🤣🤣natuurlijk jochie 
2x gewonnen van psv en feyenoord. 
14 punten voor op Feyenoord 
9 op psv 
En soeverein op kop.
Maar is alleen maar geluk🤣🤣
Oh en vergeet niet de hulp van de KNJB, UEFA, FIFA en de AH🤣",nl,,
Wij voor jullie en jullie voor ons!💚,nl,,
Dankjewel!,nl,,
"Prima assistent.
Eindelijk.
We gaan weer ons eigen Spartaanse straat(vecht)voetbal spelen.
Weg met de grauwsluier.
Te beginnen vanmiddag.
Heb er best een goed gevoel bij.",nl,,
Zit het respect tonen naar anderen zo diep in je reet dan,nl,,
Met Dest ook😂 wat een club.,nl,,
120.m minuten in de benen. Is geen machine.,nl,,
Ik mis nog twee doelpunten geloof ik.,nl,,
Gezien de lucht van vandaag praat jij onzin,nl,,
Met 2 prima spitsen op de bank is het krediet van Brobbey wel een keer op,nl,,
"Oh, hij heeft niets gedaan. Wat zielig toch. En maar jammeren en nee schudden.",nl,,
"HAHAHAHAHA, ze probeerde nog grappig te doen met “F*YENOORD THUIS GEKKENHUIS”  @fctwente @FCTwenteOnline nooit meer slogan van ons tegen ons gebruiken word zwaar afgestraft 😈",nl,,
Poku komt al een tijdje niemand voorbij…,nl,,
Tijd voor Nederlanders die het klappen van de zweep kennen. Spelers uit elk werelddeel zijn veel eilandjes. Garantie voor ellende. Tweet om te bewaren #nacoraat,nl,,
Kansloos is het.,nl,,
Hoe is het zo ver gekomen met zijn moeder? Heel jammer dat hij alleen genen van de asociale zaadgever heeft ontvangen? Een schande voor @PSV,nl,,
Feyenoord wordt afgebluft op kwaliteit.,nl,,
Gaan we nog voetballen? Jezus wat slecht,nl,,
Waarom spelen we elk jaar als een stel pussy's bij heracles uit,nl,,
....laat de rest in de steek,nl,,
Weer Brobbey in de spits. De slechtste Ajax spits ooit dit seizoen; zo‘n iemand hoort niet in Ajax 1.,nl,,
Word er wel iets teruggezegd? Denk het niet 😂😂,nl,,
Kan je niet een keer oprotten.,nl,,
Betere tegenstander om je zelfvertrouwen op te krikken is er ook niet hè😅,nl,,
Die moet Priske eens op het middenveld zetten ipv Zeroukki. Ivanusec is geen buitenspeler.,nl,,
Nieuw contract graag 🤝🫡,nl,,
Het niveau van de supporter is nog lager dan het spel😂,nl,,
"Nou die zit daar nog wel even namens zijn zogenaamde mede-supporters 
#HerSpa  

Sparta Rotterdam #heraclesalmelo #SpartaRotterdam #voetbal #eredivisie trots op zeker #WijzijnHeracles Heracles Almelo 🤦🏼‍♂️",nl,,
"Met dit soort voetbal degradeer je als een baksteen!

Dat anti voetbal van Maes is niet om aan te gluren!",nl,,
"Ze staan weer bovenaan hoor, dan komen ze weer onder hun steen vandaan. Lekker je muil houden net zoals de afgelopen twee jaar, was lekker rustig.

Kampioen van de armoede",nl,,
"Prima Timon!!!
👏😁

Maar wát een #LUL is die makkelie!!!
En wát zit die var (volgens am*damse regels) te doen??!
😡😡😡",nl,,
Krastev by far de beste man bij pec zwolle op het veld,nl,,
Heerlijk maar rest mij wel de vraag waarom we in godsnaam die Eric Whittie vol in beeld moeten  zien.Moet die graftak niet eens met pensioen?wat doet die überhaupt bij het eerste?Of is hij eindelijk weggestuurd bij de jeugd?viezerd! @GAEagles #GAEagles,nl,,
Schandalig dat je met dit elftal weer komt achter te staan!!!,nl,,
"Dat was het al, met je nu.",nl,,
Het mooist van allemaal ❤️,nl,,
De bal uitverdedigen als laatste man (letterlijk),nl,,
"Wanneer je midden in een goed seizoen je beste speler voor een prikkie verkoopt,is dit het resultaat.Zouden Bosveld en van dop nu ook spijt hebben? @GAEagles",nl,,
Nee nog weken eruit,nl,,
Ze willen graag weer uit de eredivisie verdwijnen geloof ik.,nl,,
Het feit dat jullie het zo lastig hadden tegen een promovendus zegt meer over AZ dan over ons,nl,,
Goed zenuwachtig in ieder geval!,nl,,
Sorry maar wat weer een vertoning.,nl,,
Je weet nu al dat dit een topverdediger gaat worden in Frankrijk. En dan wij hem dadelijk voor 2 miljoen wegdoen.,nl,,
Als pasveer nog niet fit is zeker,nl,,
"Ik kan je niet vertellen welke rol ik had in de bevrijding van Breda, want mijn rol was dat ik een tank bestuurde,” vertelde 1st Polish Armoured Division veteraan Capt Eugeniusz Niedzielski alias Nead aan PAP (Polish Press Agency).",nl,,
"Budget op, maar wel een reis naar Amsterdam kunnen maken, met een sticker die nog over was!!",nl,,
Kut Clement! Helpt ze even het zadel in zeg.  Ongelooflijk.,nl,,
"Wat een klasbak, lylt hermano",nl,,
Oosting linksbuiten?,nl,,
Brabantse arrogantie keihard afgestraft.,nl,,
Waarom van der boomen?,nl,,
Ander vaatje aansluiten dan afgelopen dinsdag,nl,,
Rijden de bussen naar Almere Buiten ook door tijdens de wedstrijd? Ik moét door werkzaamheden op het traject om 22:15 uur op station Almere Buiten zijn om thuis te kunnen komen 😅,nl,,
"Wel appart dat niemand die Osman Kul benoemd, die man is ook een bizar goed aandeel aan de ajax staf.",nl,,
Bakayoko op de bank is te begrijpen maar Perisic gaat met zijn geweldige snelheid niet veel helpen😭,nl,,
Met weinig vertrouwen kijk ik uit naar deze wedstrijd. Misschien dat de boys het nu wel liever willen dan Go ahead,nl,,
Onze slechtste spits mag weer opdraven,nl,,
"Wat is het volgende?
Springen uit een lichtmast🤔",nl,,
Tenminste geen Branco,nl,,
Eenzijdige rivaliteit,nl,,
Moet je wel kunnen zit werkelijk helemaal niks in,nl,,
"Weinig vertrouwen in. Nu je salah-edine mist, ga je met Kuipers wel flink achteruit. Van bergen schiet tegen de fjes nog geen bal erin. Van Wolfswinkel weer aan de zijkant. Besselink wordt weer op de bank gezet. Had dan toch liever vlap linksbuiten gezien en Besselink middenveld",nl,,
"Prima resultaat, donderdag nog gevoetbald, zij niet.",nl,,
Totaal ongeschikt deze man.,nl,,
Frommelgoal past precies in de wedstrijd,nl,,
Schuimbekken is geen sfeer Santi,nl,,
"Tuurlijk niet,ze zijn blij dat ze van hem verlost zijn.",nl,,
"Ik zit al te F5en als hij in de Fanshop is, gelijk bestellen haha",nl,,
Looking good ❤️,nl,,
Dan nemen jullie Zerrouki terug...!!,nl,,
Zie ik nou een kale plek bij Hartman achter op ze koppie!?,nl,,
Toch wel aan te raden. Slaap.,nl,,
"Muziek vooraf was overigens veel te zacht. Leek nergens op. 
En volgende keer even de sproeiers aan als die kleine trainer van 020 met die andere midgets ongestoord hun provocatie rondje over het veld mogen maken.",nl,,
When Luuk de Jong retires.,nl,,
"Te Kloese mag zich ook weleens achter zijn oren krabben. Op Hwang na, is geen enkele aankoop een directe versterking",nl,,
@AZAlkmaar Zijn deze gedragen of voorbereide shirts ook ergens te bemachtigen voor de verzamelaars?,nl,,
"Ik erger me al tijden aan die dooie Griek, tweede seizoenshelft Brouwer onder de lat.",nl,,
Ze hebben jouw interpretatie van de foto helemaal waar gemaakt.,nl,,
Dit is waarom niemand ajax serieus neemt voor plek 2 ook al word er gewonnen. Matig elftal .,nl,,
Zo kk klaar met dit elftal. IEDEREEN EEUIT,nl,,
Opeens zo kwetsbaar. Wat is er in hemelsnaam gebeurd en verneukt in 1 week tijd?,nl,,
Beginnen bij de trainer,nl,,
Nog tijd genoeg voor de eerste thuis zege.,nl,,
Noa is een Ajacied vriend! Niks gedaan.,nl,,
"Debiele actie,debiele wedstrijd.
Waarom elke keer ook die achterlijke korte corners?",nl,,
Doe dat dan gvd!!,nl,,
"70. De VAR constateert geen penalty, maar een vrije trap.

#WILALM • 0-2",nl,,
Daar gaan we nog heel veel plezier aan beleven. Hij moet nu noodgedwongen op 6 spelen (omdat Zerrouki niet vooruit komt) maar aanvallend is hij nog veel beter.,nl,,
Hartman doet een Prisketje.,nl,,
Speelt een topwedstrijd!!,nl,,
Pak Schaal!!,nl,,
Is clubwatcher @keizersjoerd hier wel bij voor een gedetailleerd verslag?!,nl,,
Schandalige arbitrale beslissing en BMI staat weer eens lucht te dekken,nl,,
Scheids heeft medelijden. Mooi,nl,,
"Wat een ongelooflijk slechte wedstrijd is dit weer zeg...🤦‍♂️🤦‍♂️🤦‍♂️ als zelfs brobbey scoort, weet je dat je slecht bent...bedankt Dennis...!! Opzouten graag, en neem die halfgare Deen meteen mee...!!",nl,,
Focus graag tweede helft! Tot nu toe uitstekend maar we moeten het over de streep trekken….,nl,,
Yup en we gaan deze wedstrijd verliezen,nl,,
Niemand met enige creativiteit of die een mannetje uit kan spelen,nl,,
"Tuurlijk ligt weer aan de scheids, noem me een reden mafklapper",nl,,
Wat een kut verdediging hebben we.,nl,,
@Petervdijken nu al in het stadion ?,nl,,
Onze nieuwe aanwinsten Youri en Oliver!,nl,,
Potverdorie dan zit ik in NYC... Dan maar iemand anders blij maken met mijn stoelen.,nl,,
Deze spelers moeten na dit seizoen vertrekken,nl,,
Respect naar nec voor het herdenkplekje,nl,,
Ben er bang voor.....ongelooflijk zoveel kansen....😱,nl,,
"Koop Pepi, Til en Ihattaren en verkoop Carranza en Ueda, Zerrouki, Stengs, Lotomba, Bijlow, Wellenreuter, Nieuwkoop, Gonzalez en Nadje",nl,,
Dat word dan nog een comeback met hem natuurlijk,nl,,
Bizar om dit aan te merken als een eigen goal van Roefs!,nl,,
Veel beter dan jullie 😄,nl,,
Wees dankbaar. Vrije trap had je rood gehad. Dan was het 3-1 geworden en miste je volgende week Trauner.,nl,,
"Hou toch op. 3 dagen geleden laatste wedstrijd, kan gewoon liggend in een privévliegtuig terug",nl,,
"Tja…..Hilgers drukt zijn stempel op de 1e helft. Laf met gele kaarten, maar o zo stoer om de assistent er 2 te geven. 😤",nl,,
Welke steun???,nl,,
Hebben ze gescoord dan?,nl,,
Ontbreekt wegens privé omstandigheden.,nl,,
"Tactiek van Priske: laat 6 spelers van PSV volledig vrij staan en dan maar hopen dat je de wedstrijd wint.
Priske out!",nl,,
Hoeveel doelpunten heeft Mexx per actieve minuut gemaakt dit seizoen? Prachtig!,nl,,
Waarom is dat onzin?,nl,,
We worden volledig weggespeeld,nl,,
"Precies dat, als je het tegen uitgerekend Ajax nog niet kunt opbrengen (op Luuk de Jong na) heb je gewoon schijt aan je supporters",nl,,
Poh we zijn compleet voor lul gezet de eerste helft,nl,,
Tqm Feyenoord,nl,,
Gelukkig hebben we een enorm goede bank!,nl,,
"Zeg  het eens maat, wat heb jij gehoord wat wij niet gehoord hebben?",nl,,
Nee verscheun niet spits,nl,,
Scheids ze kaarten niet mee?,nl,,
"Je hoort taylor nog boven de fans uit
Wat een passie❌️❌️❌️",nl,,
SEMANGAT bang Verdonk ✊️😎,nl,,
Als PSV-aanhanger was het geen fijne week (het hele kalenderjaar is -buiten de CL- geen pretje) maar GAE heeft dit tweemaal gewoon volledig verdiend. Gefeliciteerd!,nl,,
Perez: ik vind niet dat Makkellie voor de camera hoeft te komen om over de penalty te praten. Dus Perez houdt Makkellie uit de wind zodat AZ niet kan winnen....,nl,,
Een schreeuwende Felipe Sanchez Mateos graag,nl,,
Gewoon mooi dit. ❌️❌️❌️,nl,,
Volgende keer gewoon klem hè,nl,,
Az zakt niet eens in. Feyenoord is gewoon bizar traag in de opbouw.,nl,,
Weten de spelers en trainer dit ook????,nl,,
heerlijk toch haha,nl,,
zo kunde overal un punt aan lulle. als baumgartl de kwaliteite van maldini had werd het unne grote.,nl,,
"Echt jammer maar trots op de spelers en staf.
Graag deze inzet en spirit elke wedstrijd dan wordt het een mooi seizoen.👍",nl,,
Kut wissel hoe kan je Hartman brengen na een jaar blessure daar is die wedstrijd te belangrijk voor.,nl,,
“Gezondheid” moussa was toch echt de beste van Europa volgens jullie? Zou een stap naar de europese top kunnen verwachten volgens de meesten,nl,,
En voor de verandering niet tegen 12 maar 10 man😂,nl,,
Het is niet om aan te gluren..,nl,,
Smal gaat scoren!,nl,,
Rustig op shi fatbike door Rotterdam blazen,nl,,
Hij slaat volledig door. Eigenwijsheid zit hem in de weg.,nl,,
"shit, niet weer!",nl,,
veel plezier,nl,,
Kom op SPARTA laat je zien ….Wij willen strijd en vechtlust (winst)💪💪,nl,,
Hartstikke mooi voetbal👍,nl,,
en wat ik verwacht is een player of the match foto van anton gaaei maar dat krijg ik ook niet,nl,,
"Beste opstelling. Pak ze bij de ballen, boys!!!! ❌❌❌",nl,,
Kan je gewoon halen.,nl,,
Dit is de boosdoener dat er punten en wedstrijden verloren gaan en de coach wil het niet elke week uit de start 11 halen,nl,,
"Trauner, hoe leuk ik hem ook vind kan gewoon niet meer",nl,,
"Zonde dat het geen geldige goal was, op basis van het wedstrijdbeeld zou minimaal een punt verdiend zijn.",nl,,
Dat is precies het spel wat Sparta moet spelen met de spits die ze hebben,nl,,
"Laatste keer Arena, vandaag toevallig weer Ajax - Fortuna",nl,,
Free game telegram link in my bio,nl,,
Daders oppakken of anders leeg uitvak in Rotterdam mensen moeten maar eens leren dat geweld niks oplost,nl,,
Ik heb alleen Godts-Edvarsen fout. Heb ik er toch verstand van💪🏻🤣 #PSVAJA,nl,,
"Tja , zonder Classie is het allemaal net niets helaas",nl,,
"Sukkel, knvb helpt jullie weer anders geen resultaat",nl,,
Och CalimeDorus toch! Heb je het zwaar ?,nl,,
Mee eens. Maar had gedacht dat ie hoger in de pikorde zou staan voor de back positie.(Overigens heel blij met Read). Maar ze zien hem dus echt als CV,nl,,
Gaaeii laat toch zien dat hij de rechtsback van ajax is,nl,,
@degloden1 @deheiligekuip2 @MittaMeister @HetKostWat was een mooie wedstrijd maar vergeet niet wie beste en grootste clubs is losers❤️,nl,,
Maar hoe is dit mogelijk. Zitten we op hockey ofz. Wat een gezeik.,nl,,
2/2 Ook de loopr route uit het stadion naar de parkeerplaatsen verdient aandacht. Tussengeparkeerde auto’s door en dan vast lopen op plek waar fietsen staan die daar niet horen. Ook vele supporters zien struikelen over stoepranden. Moet veiliger.,nl,,
"Laat Perisic gewoon spelen. Kan toch niet spelen tegen Brest. 
En Dams is gewoon de zwakste schakel haal hem eruit voor Mauro.",nl,,
"Haha niet te hoog zweven hè😂. Was gewoon 1 van de 34 potjes, in april/mei worden de prijzen verdeeld",nl,,
Maar wel heel veel NOAD gezien. Als ze dit zo vol blijven houden.... Trots op ons NAC 🖤💛,nl,,
Zin om hier dinsdag alles over te horen in @Dickvoormekaar2.,nl,,
90' Thomas Buitink voor Nick Fichtinger. (1-0) #necpec,nl,,
Serouki dat word verliezen met die kut speler die nooit presteert,nl,,
En dat geloof ik dus niet! Vlg mij is er iets anders mis. PSV was onherkenbaar tegen Zwolle.,nl,,
"Opnieuw 2 onnodige doelpunten weggegeven, ongelooflijk. Vooral de angst om punten te verliezen overheerste. Die kampioen borden zijn geheel misplaatst.",nl,,
Allemaal eigen jeugd.....😭😭😭😭,nl,,
Ruud cold as fuck. Arena zijn speeltuin!,nl,,
"Onvoorstelbaar, commentator @ESPNnl geeft ook aan gele kaart. Schele Manschot maakt er rood van. En weer worden we genaaid door @knvb",nl,,
Dik verdiend. Ik gun het hem van harte!,nl,,
Nu snap ik waarom ze nooit scoren! Tenzij ze de bal door een banaan vervangen.,nl,,
Ik zie al het hele seizoen dat verdedigers met hun rug naar de bal verdedigen. Laat je tegenstander gaan en ga voor die focking bal!,nl,,
Didn’t age well,nl,,
Diketawain admin Twente😭🫵🏻,nl,,
Succes straks hoop dat jullie winnen 💪🏼💪🏼,nl,,
Zoveelste wedstrijd op rij wordt @fctwente benadeeld. #var grijpt in als Twente benadeeld kan worden en doet andersom niks. Ongekend,nl,,
"Als je wint, heb je vrienden. Wat een gegal hier op Priske, neem een voorbeeld aan de supporters in de kuip, die blijven aanmoedigen 💪🏼",nl,,
Free game telegram link in my bio,nl,,
"Waarom de fuck haal je vleugelspelers? 
Je hebt vlap toch blijkbaar? 
Tering wat een kut trainer.",nl,,
Lekker hoor eerste pot sinds een maand in de Eredivisie🔥🤩,nl,,
"Ik begrijp heel goed waarom PSV een andere keeper wil. HEEL GOED!!!

Falende keeper in topwedstrijden. Weg ermee.",nl,,
Maak daar maar 2 van,nl,,
Komt niet door psv kan ik je vertellen.,nl,,
Ja komen uit van zuid,nl,,
"Verschrikkelijk slecht weer, zelfde instelling als afgelopen woensdag, Az ook slecht maar 10x slimmer het zal wel weer de vele blessures en overvol schema zijn?? Een profclub moet hier geen problemen mee hebben alleen Feyenoord",nl,,
"CL is leuk voor erbij, gaat erom dat je minimaal 2e wordt. Gewoon een dramatische 1ste seizoenshelft.",nl,,
Ja top respect hoor......dat is er ook de maatschappelijke bijdragen......👊👍🙏,nl,,
Keepertje toch,nl,,
We vergeten ons te belonen,nl,,
"Jongen ontwikkeld zich stormachtig, veelzijdige middenvelder aan t worden!",nl,,
Kunnen aanvallend vrijwel niks brengen dus.,nl,,
"Goal van brobbey wel
Makkelijk afgekeurd",nl,,
Gewoon goalen maken. Niet vechten,nl,,
Damage in Amsterdam,nl,,
Tot vanmiddag!,nl,,
Jezus wat een baller zeg. Elke aanval loopt via deze jongen.,nl,,
En morgen blijven de 3 punten daar ook,nl,,
Scheidsie zal wel weer een handje helpen he,nl,,
Kenners onder ons? Wordt er gespaard ivm komende week of sterkst mogelijke elf ?,nl,,
Volgens mij mag je best kritisch zijn op de scheids toch? Kerel floot voor beide partijen een zware onvoldoende. Niveau van arbitrage is in Nederland gewoon erbarmelijk. Ontken het maar eens.,nl,,
"Kom op Sparta beloon jezelf nu eens een keer.
Iets rustiger voor de goal en het komt goed 
Ga zo door 💪",nl,,
Waarom zou je nederlands gaan leren als je toch niet van plan bent er te blijven en iedereen engels spreekt 😭😭,nl,,
Grappig doen ja?,nl,,
Ga bij je eigen club huilen bro,nl,,
Carrilo doet echt letterlijk alles fout,nl,,
De wedstrijden worden morgen bekend gemaakt,nl,,
Heeeerlijk ❌️❌️❌️,nl,,
Doe eens wat aan die droeftoeters met hun vuurwerk,nl,,
Oerend domme kaart,nl,,
"ℹ️ Hornkamp, Engels, Mantel en Zamburek ontbreken vanwege blessures. 

Te Fruchte (Academie) vervangt Mantel als reservekeeper. 

#WijZijnHeracles",nl,,
Gaat nog niet heel lekker he na 24 minuten…,nl,,
Dik verdiend ❤️🤍🖤,nl,,
"Niet zo Mokken its so Fokking irritant:reacties van islamofoben! Meer Fokking;  word je minder chagrijnig van en minder mokking ; word je zuur van, azijnpisser",nl,,
"Wat een geweldige teamprestatie. Sutalo heer en meester, een prachtige Klaassen goal, een droge knal van Bertje en een prachtig strijdplan ontwikkeld door Farioli & staff. 

Geweldig om de ajax supporters heel de wedstrijd te horen🥰",nl,,
"Grijpt naar de keel, dus terecht. Domme actie",nl,,
Did he not serve Nigeria?,nl,,
Gelukkig zou die totaal niet door Kenneth Taylor overlopen kunnen worden...,nl,,
"Van den boomen , gaaei Its over",nl,,
Ze zijn wel eens motiverender geweest deze promo video’s. Komop boy’s jullie ook ffe tandje bij.,nl,,
Leo Walta word gepresenteerd????,nl,,
Oh ja maar az mag fouten blijven maken zonder geel te krijgen,nl,,
Die pingel was triest. AZ is bestolen.,nl,,
Trots op. Kakkerlakken komen altijd terug!,nl,,
Saibari op de bank eindelijk,nl,,
"Waar zit die Rosa met zn kop man, stomme idioot",nl,,
Woede aanval van Amerikanen omdat Pepi bank zit,nl,,
Iets te maken met het vallen wat hij de hele wedstrijd deed vind het nog steeds niet goed maar kan niet zeggen dat het uit de lucht kwam vallen,nl,,
"Voor die haat hebben jullie zelf gezorgd , rot op met je kut geloof",nl,,
Hopelijk verliezen jullie!,nl,,
Gelukkig heb ik al een pacemaker. Mijn hart blijft het wel doen,nl,,
Vreselijk.,nl,,
Jij gaat op lijst bro,nl,,
